First Name,Last Name,Enrollment No,Full Name,Clan,Course,Parents Name,Mobile Number,Email,Band Color,Hostel Allocated,Fees Paid,Pending Fees
Nimisha,Goyal,2502140050,NIMISHA GOYAL,Chola,"B.Tech - CS,DS and Business",Suresh Goyal,+91913627959,nimisha.suresh@gmail.com,Red,False,False,False
PRABHAS,KUMAR,2502140056,PRABHAS KUMAR,Chola,"B.Tech - CS,DS and Business",Arun KUMAR,+91869965740,prabhas.arun@gmail.com,Red,False,False,False
RISHABH,GUPTA,2502140059,RISHABH GUPTA,Chola,"B.Tech - CS,DS and Business",Vinod GUPTA,+91684521052,rishabh.vinod@gmail.com,Red,False,False,True
RUDRAKSH,KARMAKAR,2502140060,RUDRAKSH KARMAKAR,Chola,"B.Tech - CS,DS and Business",Suresh KARMAKAR,+91872638348,rudraksh.suresh@gmail.com,Red,False,False,False
Sakshi,PATEL,2502140063,SAKSHI PATEL,Chola,"B.Tech - CS,DS and Business",Ramesh PATEL,+91699764018,sakshi.ramesh@gmail.com,Blue,True,True,False
Sameer,Alam,2502140065,SAMEER ALAM,Chola,"B.Tech - CS,DS and Business",Ramesh Alam,+91919457040,sameer.ramesh@gmail.com,Blue,True,False,False
Sarthak,Pandey,2502140069,SARTHAK PANDEY,Chola,"B.Tech - CS,DS and Business",Ramesh Pandey,+91962501977,sarthak.ramesh@gmail.com,Blue,True,False,True
SHIV,Kuriyal,2502140074,SHIV KURIYAL,Chola,"B.Tech - CS,DS and Business",Ajay Kuriyal,+91816775349,shiv.ajay@gmail.com,Blue,True,False,True
Sneha,Gangwar,2502140080,SNEHA GANGWAR,Chola,"B.Tech - CS,DS and Business",Anil Gangwar,+91905842159,sneha.anil262@gmail.com,Red,False,True,True
Aarna,gupta,2502110003,AARNA GUPTA,Chola,BBA - Entrepreneurship,Karan gupta,+91919180042,aarna.karan@gmail.com,Red,False,False,True
Aditya,Mohite,2502110005,ADITYA MOHITE,Chola,BBA - Entrepreneurship,Suresh Mohite,+91932527916,aditya.suresh@gmail.com,Red,True,True,False
Arpita,Singh,2502110064,ARPITA SINGH,Chola,BBA - Entrepreneurship,Ramesh Singh,+91825069660,arpita.ramesh@gmail.com,Red,False,False,False
Ayush,Kashyap,2502110057,AYUSH KASHYAP,Chola,BBA - Entrepreneurship,Karan Kashyap,+91903453894,ayush.karan@gmail.com,Red,True,True,False
Jaismeen,Kaur,2502110015,JAISMEEN KAUR,Chola,BBA - Entrepreneurship,Vinod Kaur,+91769849767,jaismeen.vinod@gmail.com,Red,False,True,False
jasmeet,kour,2502110016,JASMEET KOUR,Chola,BBA - Entrepreneurship,Deepak kour,+91709660823,jasmeet.deepak@gmail.com,Red,True,False,True
KUSHAGR,KASHYAP,2502110019,KUSHAGR KASHYAP,Chola,BBA - Entrepreneurship,Sandeep KASHYAP,+91728143547,kushagr.sandeep@gmail.com,Blue,False,False,True
OM,SINGH,2502110046,OM SINGH,Chola,BBA - Entrepreneurship,Deepak SINGH,+91812485908,om.deepak@gmail.com,Blue,False,True,True
Param,Jain,2502110026,PARAM JAIN,Chola,BBA - Entrepreneurship,Sunil Jain,+91960610943,param.sunil@gmail.com,Red,True,False,False
Prakul,Jindal,2502110070,PRAKUL JINDAL,Chola,BBA - Entrepreneurship,Pradeep Jindal,+91845470574,prakul.pradeep@gmail.com,Red,False,True,True
Vishakha,Goyal,2502110042,VISHAKHA GOYAL,Chola,BBA - Entrepreneurship,Sandeep Goyal,+91638946288,vishakha.sandeep@gmail.com,Blue,True,True,True
Armaan,Dhaka,2503210003,ARMAAN DHAKA,Maratha,B.Design,Rajesh Dhaka,+91846040164,armaan.rajesh@gmail.com,Blue,True,True,False
Chhavi,Aggarwal,2503210036,CHHAVI AGGARWAL,Maratha,B.Design,Rahul Aggarwal,+91902254908,chhavi.rahul@gmail.com,Blue,True,True,False
Devansh,vimal,2503210004,DEVANSH VIMAL,Maratha,B.Design,Anil vimal,+91639331548,devansh.anil@gmail.com,Blue,True,True,True
Gurmannat,Kaur,2503210006,GURMANNAT KAUR,Maratha,B.Design,Ashok Kaur,+91714436349,gurmannat.ashok@gmail.com,Red,False,False,True
Saurav,kumar,2503210020,SAURAV KUMAR,Maratha,B.Design,Vinod kumar,+91742378389,saurav.vinod@gmail.com,Blue,False,True,True
AKHIL,KHAN,2504310004,AKHIL KHAN,Maratha,B.Sc (Hons) Psychology,Sunil KHAN,+91787372691,akhil.sunil@gmail.com,Red,False,True,True
ANANYA,Jha,2504310006,ANANYA JHA,Maratha,B.Sc (Hons) Psychology,Ramesh Jha,+91731149196,ananya.ramesh@gmail.com,Blue,True,False,True
Daeboshree,ghose,2504310011,DAEBOSHREE GHOSE,Maratha,B.Sc (Hons) Psychology,Alok ghose,+91753001442,daeboshree.alok@gmail.com,Blue,False,True,True
Diya,Majumdar,2504310014,DIYA MAJUMDAR,Maratha,B.Sc (Hons) Psychology,Vijay Majumdar,+91835248548,diya.vijay@gmail.com,Red,True,False,False
Ishayu,Krishnam,2504310053,ISHAYU KRISHNAM,Maratha,B.Sc (Hons) Psychology,Ashok Krishnam,+91977710120,ishayu.ashok@gmail.com,Blue,False,False,False
Prabhgun,Kaur,2504310025,PRABHGUN KAUR,Maratha,B.Sc (Hons) Psychology,Pradeep Kaur,+91928391997,prabhgun.pradeep@gmail.com,Blue,False,False,False
Shilpi,kumari,2504310029,SHILPI KUMARI,Maratha,B.Sc (Hons) Psychology,Vinod kumari,+91604199998,shilpi.vinod@gmail.com,Blue,False,True,True
Smridhi,Joon,2504310033,SMRIDHI JOON,Maratha,B.Sc (Hons) Psychology,Ashok Joon,+91760727741,smridhi.ashok@gmail.com,Red,True,True,False
Zamin,Nisar,2504310041,ZAMIN NISAR,Maratha,B.Sc (Hons) Psychology,Anil Nisar,+91672096993,zamin.anil@gmail.com,Red,False,True,True
Aamir,Hamza,2501010546,AAMIR HAMZA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Deepak Hamza,+91661970293,aamir.deepak@gmail.com,Red,False,False,True
Aarush,Dogra,2501010003,AARUSH DOGRA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Anil Dogra,+91998581923,aarush.anil@gmail.com,Blue,True,True,False
Aayush,Kumar,2501010011,AAYUSH KUMAR,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ashok Kumar,+91683455461,aayush.ashok@gmail.com,Blue,False,False,True
Abhishek,Panigrahi,2501010019,ABHISHEK PANIGRAHI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Deepak Panigrahi,+91751266747,abhishek.deepak@gmail.com,Blue,True,True,True
Abhradip,Ghosal,2501010021,ABHRADIP GHOSAL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rahul Ghosal,+91713080933,abhradip.rahul@gmail.com,Red,False,False,False
Achintya,Sharma,2501010022,ACHINTYA SHARMA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sandeep Sharma,+91709305473,achintya.sandeep@gmail.com,Red,True,True,False
Aditya,Harsh,2501010035,ADITYA HARSH,Maratha,B.Tech - Computer Science and Artificial Intelligence,Deepak Harsh,+91871339422,aditya.deepak@gmail.com,Red,True,True,False
Aditya,Kumar,2501010613,ADITYA KUMAR,Maratha,B.Tech - Computer Science and Artificial Intelligence,Arun Kumar,+91734819694,aditya.arun@gmail.com,Red,False,True,True
Aditya,Srivastava,2501010029,ADITYA SRIVASTAVA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Suresh Srivastava,+91649552361,aditya.suresh659@gmail.com,Red,True,False,False
Ajay,Kumar,2501010040,AJAY KUMAR,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vikram Kumar,+91748541566,ajay.vikram@gmail.com,Red,True,False,False
Aksh,Rathi,2501010044,AKSH RATHI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Suresh Rathi,+91601903577,aksh.suresh@gmail.com,Blue,True,True,True
Ananya,Agrahari,2501010624,ANANYA AGRAHARI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sandeep Agrahari,+91670233268,ananya.sandeep@gmail.com,Red,True,True,False
Animesh,Priyanshu,2501010057,ANIMESH PRIYANSHU,Maratha,B.Tech - Computer Science and Artificial Intelligence,Deepak Priyanshu,+91686748663,animesh.deepak@gmail.com,Red,True,False,False
Anish,Kajla,2501010569,ANISH KAJLA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Manoj Kajla,+91896181171,anish.manoj@gmail.com,Red,True,False,False
Ankit,Mishra,2501010687,ANKIT MISHRA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vikram Mishra,+91901134582,ankit.vikram@gmail.com,Red,False,False,True
ANKUSH,JHA,2501010064,ANKUSH JHA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rajesh JHA,+91660061833,ankush.rajesh@gmail.com,Blue,True,True,True
Ansh,Gupta,2501010068,ANSH GUPTA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ramesh Gupta,+91970988333,ansh.ramesh@gmail.com,Blue,True,False,True
Ansh,Verma,2501010069,ANSH VERMA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sunil Verma,+91892911559,ansh.sunil@gmail.com,Red,False,True,True
Anshika,Srivastava,2501010071,ANSHIKA SRIVASTAVA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Suresh Srivastava,+91798221323,anshika.suresh@gmail.com,Red,False,False,False
Ariv,Gupta,2501010077,ARIV GUPTA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Karan Gupta,+91896634652,ariv.karan@gmail.com,Blue,False,True,True
Arnav,Goyal,2501010081,ARNAV GOYAL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sunil Goyal,+91830739986,arnav.sunil@gmail.com,Red,False,False,True
Arpit,goyal,2501010086,ARPIT GOYAL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sunil goyal,+91622456699,arpit.sunil@gmail.com,Red,False,False,False
Arpit,Rajput,2501010084,ARPIT RAJPUT,Maratha,B.Tech - Computer Science and Artificial Intelligence,Pradeep Rajput,+91795770789,arpit.pradeep@gmail.com,Red,False,False,False
Atharv,Upadhyay,2501010102,ATHARV UPADHYAY,Maratha,B.Tech - Computer Science and Artificial Intelligence,Suresh Upadhyay,+91792097368,atharv.suresh@gmail.com,Blue,False,False,False
aujasya,rajput,2501010564,AUJASYA RAJPUT,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sanjay rajput,+91966181766,aujasya.sanjay@gmail.com,Red,True,False,True
Awantika,Maheshwari,2501010107,AWANTIKA MAHESHWARI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ajay Maheshwari,+91958057151,awantika.ajay@gmail.com,Blue,True,True,True
Ayesha,khan,2501010108,AYESHA KHAN,Maratha,B.Tech - Computer Science and Artificial Intelligence,Anil khan,+91789879769,ayesha.anil@gmail.com,Blue,False,False,True
Barnak,Das,2501010113,BARNAK DAS,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ashok Das,+91818172199,barnak.ashok@gmail.com,Blue,True,False,False
Bharat,Sharma,2501010114,BHARAT SHARMA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rahul Sharma,+91682975191,bharat.rahul@gmail.com,Red,True,False,False
Bhavya,Bansal,2501010115,BHAVYA BANSAL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ajay Bansal,+91687242470,bhavya.ajay@gmail.com,Red,True,True,True
Atharva,Chiddarwar,2501010103,CHIDDARWAR ATHARVA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vijay Chiddarwar,+91821348877,atharva.vijay@gmail.com,Blue,False,False,False
Dakshesh,Sharma,2501010130,DAKSHESH SHARMA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rajesh Sharma,+91696293522,dakshesh.rajesh@gmail.com,Red,False,True,False
DEEKSHA,SHARMA,2501010132,DEEKSHA SHARMA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sandeep SHARMA,+91821036821,deeksha.sandeep@gmail.com,Blue,True,False,False
Dhaval,Sethi,2501010141,DHAVAL SETHI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ajay Sethi,+91743240225,dhaval.ajay@gmail.com,Red,False,False,True
Dhruv,Khare,2501010700,DHRUV KHARE,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vijay Khare,+91976495860,dhruv.vijay@gmail.com,Red,True,True,False
Falak,Mishra,2501010161,FALAK MISHRA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Anil Mishra,+91805375523,falak.anil@gmail.com,Blue,True,False,False
Harsh,Raj,2501010176,HARSH RAJ,Maratha,B.Tech - Computer Science and Artificial Intelligence,Suresh Raj,+91852699780,harsh.suresh@gmail.com,Red,True,True,True
Himank,Sain,2501010184,HIMANK SAIN,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ajay Sain,+91707144846,himank.ajay@gmail.com,Blue,True,True,True
Himanshi,Bishnoi,2501010185,HIMANSHI BISHNOI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Manoj Bishnoi,+91787721436,himanshi.manoj@gmail.com,Red,False,False,False
Himanshu,Verma,2501010186,Himanshu Verma,Maratha,B.Tech - Computer Science and Artificial Intelligence,Pradeep Verma,+91722189399,himanshu.pradeep@gmail.com,Red,False,True,False
Hridey,Marwah,2501010673,HRIDEY MARWAH,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ajay Marwah,+91612704747,hridey.ajay@gmail.com,Blue,False,False,True
ishaan,goel,2501010191,ISHAAN GOEL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sanjay goel,+91813924794,ishaan.sanjay@gmail.com,Red,True,False,True
JAI,SHASTRI,2501010689,JAI SHASTRI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sandeep SHASTRI,+91749573877,jai.sandeep@gmail.com,Red,False,True,False
Joshmann Singh,Dhiman,2501010206,JOSHMANN SINGH,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ramesh Dhiman,+91749854091,joshmannsingh.ramesh@gmail.com,Blue,True,True,False
Keshav,Goel,2501010720,KESHAV GOEL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Alok Goel,+91944392886,keshav.alok@gmail.com,Blue,False,True,False
Ketan,Agarwal,2501010218,KETAN AGARWAL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vinod Agarwal,+91814575699,ketan.vinod@gmail.com,Red,True,True,False
Khanak,Jain,2501010219,KHANAK JAIN,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ashok Jain,+91777784731,khanak.ashok@gmail.com,Blue,True,False,True
Kunal,Gupta,2501010586,KUNAL GUPTA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rajesh Gupta,+91661923628,kunal.rajesh@gmail.com,Red,True,False,False
Kushagra,Kaushik,2501010239,KUSHAGRA KAUSHIK,Maratha,B.Tech - Computer Science and Artificial Intelligence,Deepak Kaushik,+91695867867,kushagra.deepak@gmail.com,Blue,False,True,False
Kushal,Rathore,2501010242,KUSHAL RATHORE,Maratha,B.Tech - Computer Science and Artificial Intelligence,Karan Rathore,+91742521168,kushal.karan@gmail.com,Blue,False,False,True
Madhav,Khandelwal,2501010251,MADHAV KHANDELWAL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Suresh Khandelwal,+91658198175,madhav.suresh@gmail.com,Red,False,False,False
Mahabir,Shaw,2501010253,MAHABIR SHAW,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rahul Shaw,+91833304641,mahabir.rahul@gmail.com,Red,False,False,True
MEET,GUPTA,2501010697,MEET GUPTA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Alok GUPTA,+91991134651,meet.alok@gmail.com,Blue,True,False,False
Mohit,Choudhary,2501010278,MOHIT CHOUDHARY,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sandeep Choudhary,+91834287182,mohit.sandeep@gmail.com,Blue,False,True,False
Mrinal,Upreti,2501010282,MRINAL UPRETI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rahul Upreti,+91874568165,mrinal.rahul@gmail.com,Blue,False,True,True
Nagendra,Jind,2501010290,NAGENDRA JIND,Maratha,B.Tech - Computer Science and Artificial Intelligence,Anil Jind,+91806800220,nagendra.anil@gmail.com,Blue,True,False,True
Nandani,Dusad,2501010296,NANDANI DUSAD,Maratha,B.Tech - Computer Science and Artificial Intelligence,Karan Dusad,+91702047765,nandani.karan@gmail.com,Blue,True,True,False
Neev,Kumar,2501010299,NEEV KUMAR,Maratha,B.Tech - Computer Science and Artificial Intelligence,Deepak Kumar,+91623829837,neev.deepak@gmail.com,Blue,True,True,False
Nimit,Sharma,2501010306,NIMIT SHARMA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vikram Sharma,+91600907996,nimit.vikram@gmail.com,Red,False,True,False
nitya,pawar,2501010683,NITYA PAWAR,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vinod pawar,+91889079213,nitya.vinod@gmail.com,Red,True,False,True
Ojal,Akash,2501010311,OJAL AKASH,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sanjay Akash,+91795539914,ojal.sanjay@gmail.com,Red,True,False,False
Parth,Singla,2501010322,PARTH SINGLA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vikram Singla,+91637566901,parth.vikram@gmail.com,Blue,True,False,True
Parushya,Data,2501010678,PARUSHYA DATA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sandeep Data,+91934554012,parushya.sandeep@gmail.com,Red,False,True,True
Piyush,Purkait,2501010334,PIYUSH PURKAIT,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sandeep Purkait,+91956153436,piyush.sandeep@gmail.com,Red,True,False,False
Prachi,Choubey,2501010337,PRACHI CHOUBEY,Maratha,B.Tech - Computer Science and Artificial Intelligence,Anil Choubey,+91986415124,prachi.anil@gmail.com,Red,False,False,True
Pranjal,GARG,2501010342,PRANJAL GARG,Maratha,B.Tech - Computer Science and Artificial Intelligence,Pradeep GARG,+91872259323,pranjal.pradeep@gmail.com,Blue,False,True,False
Prtishtha,Khurana,2501010360,PRTISHTHA KHURANA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Pradeep Khurana,+91958035401,prtishtha.pradeep@gmail.com,Blue,True,False,False
Puneet,Goyal,2501010362,PUNEET GOYAL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vikram Goyal,+91775118112,puneet.vikram@gmail.com,Red,True,False,False
Puneet,Kumar,2501010361,PUNEET KUMAR,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rakesh Kumar,+91974310916,puneet.rakesh@gmail.com,Red,False,True,False
Raja,Dhaka,2501010366,RAJA DHAKA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Pradeep Dhaka,+91897647935,raja.pradeep@gmail.com,Blue,True,True,False
RAJAT,SONI,2501010367,RAJAT SONI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sunil SONI,+91702993366,rajat.sunil@gmail.com,Red,True,True,True
Rakshit,Yadav,2501010369,RAKSHIT YADAV,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vikram Yadav,+91956981268,rakshit.vikram@gmail.com,Blue,False,False,True
Riya,Agarwal,2501010381,RIYA AGARWAL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rakesh Agarwal,+91963632301,riya.rakesh@gmail.com,Blue,False,False,False
Rohit,Raj,2501010384,ROHIT RAJ,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vijay Raj,+91930452053,rohit.vijay@gmail.com,Blue,True,False,False
Rudransh,Singh,2501010390,RUDRANSH SINGH,Maratha,B.Tech - Computer Science and Artificial Intelligence,Karan Singh,+91761571235,rudransh.karan@gmail.com,Blue,False,True,True
Saksham,Kejriwal,2501010396,SAKSHAM KEJRIWAL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rakesh Kejriwal,+91894171548,saksham.rakesh@gmail.com,Blue,True,True,True
Saumya,Verma,2501010413,SAUMYA VERMA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rajesh Verma,+91763141622,saumya.rajesh@gmail.com,Red,True,False,True
Seyanshu,Mukherjee,2501010417,SEYANSHU MUKHERJEE,Maratha,B.Tech - Computer Science and Artificial Intelligence,Pradeep Mukherjee,+91712840968,seyanshu.pradeep@gmail.com,Red,True,False,True
Shagun,Chauhan,2501010418,SHAGUN CHAUHAN,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vikram Chauhan,+91911376956,shagun.vikram@gmail.com,Red,False,True,False
Shikhar,Srivastava,2501010647,SHIKHAR SRIVASTAVA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rahul Srivastava,+91951492405,shikhar.rahul@gmail.com,Blue,True,True,False
Shivansh,Pandey,2501010698,SHIVANSH PANDEY,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sandeep Pandey,+91849638633,shivansh.sandeep@gmail.com,Blue,True,True,True
Shlok,Srivastava,2501010434,SHLOK SRIVASTAVA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Manoj Srivastava,+91837382733,shlok.manoj@gmail.com,Red,True,True,False
SHOURYA,SINGH,2501010435,SHOURYA SINGH,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sanjay SINGH,+91874434449,shourya.sanjay@gmail.com,Blue,False,False,True
Shubham,Rao,2501010447,SHUBHAM RAO,Maratha,B.Tech - Computer Science and Artificial Intelligence,Arun Rao,+91995116294,shubham.arun183@gmail.com,Blue,False,True,False
Siddhi,modi,2501010645,SIDDHI MODI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ramesh modi,+91752356666,siddhi.ramesh@gmail.com,Blue,False,False,True
Siddhi,varshney,2501010655,SIDDHI VARSHNEY,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vinod varshney,+91956403814,siddhi.vinod@gmail.com,Blue,False,False,False
Sneha,agrawal,2501010674,SNEHA AGRAWAL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rahul agrawal,+91779952827,sneha.rahul@gmail.com,Red,False,False,True
Sriharsha,Mallavarapu,2501010456,SRIHARSHA MALLAVARAPU,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ramesh Mallavarapu,+91726094117,sriharsha.ramesh@gmail.com,Blue,True,True,True
Sujay,Barui,2501010463,SUJAY BARUI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Pradeep Barui,+91720603039,sujay.pradeep@gmail.com,Blue,False,True,False
Tahseen,Sarwar,2501010574,TAHSEEN SARWAR,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sanjay Sarwar,+91679110057,tahseen.sanjay@gmail.com,Blue,False,True,True
TAMOJIT,DUARY,2501010470,TAMOJIT DUARY,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rajesh DUARY,+91624810802,tamojit.rajesh@gmail.com,Blue,False,True,False
Tirthdev,Gera,2501010596,TIRTHDEV GERA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ajay Gera,+91855086880,tirthdev.ajay@gmail.com,Red,True,False,False
Tushar,Khemka,2501010482,TUSHAR KHEMKA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rahul Khemka,+91639099358,tushar.rahul@gmail.com,Red,False,True,True
Utkarsh,singh,2501010488,UTKARSH SINGH,Maratha,B.Tech - Computer Science and Artificial Intelligence,Manoj singh,+91822501321,utkarsh.manoj917@gmail.com,Blue,False,True,False
VAIBHAV,GUPTA,2501010490,VAIBHAV GUPTA,Maratha,B.Tech - Computer Science and Artificial Intelligence,Karan GUPTA,+91704386621,vaibhav.karan@gmail.com,Blue,True,False,False
vaibhav,todi,2501010491,VAIBHAV TODI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rakesh todi,+91865416722,vaibhav.rakesh@gmail.com,Red,False,True,False
Vanisha,vashisth,2501010609,VANISHA VASHISTH,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rakesh vashisth,+91730988150,vanisha.rakesh@gmail.com,Blue,True,False,False
Varun,adwani,2501010499,VARUN ADWANI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Sunil adwani,+91952218461,varun.sunil@gmail.com,Blue,True,False,False
Vedant,Tiwari,2501010503,VEDANT TIWARI,Maratha,B.Tech - Computer Science and Artificial Intelligence,Rajesh Tiwari,+91657223618,vedant.rajesh@gmail.com,Blue,True,False,True
Vishal,Pant,2501010511,VISHAL PANT,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vikram Pant,+91717489440,vishal.vikram@gmail.com,Blue,True,False,False
Yash,Dangayach,2501010600,YASH DANGAYACH,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vijay Dangayach,+91973614789,yash.vijay@gmail.com,Red,True,False,False
Yash,Prasad,2501010522,YASH PRASAD,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vinod Prasad,+91849403322,yash.vinod@gmail.com,Red,False,False,False
Yashasvee,Singh,2501010593,YASHASVEE SINGH,Maratha,B.Tech - Computer Science and Artificial Intelligence,Suresh Singh,+91899254959,yashasvee.suresh@gmail.com,Blue,True,False,False
YASHRAJ,PANGHAL,2501010526,YASHRAJ PANGHAL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Ajay PANGHAL,+91665153902,yashraj.ajay@gmail.com,Red,True,False,False
YASHWINDER,SINGH,2501010528,YASHWINDER SINGH,Maratha,B.Tech - Computer Science and Artificial Intelligence,Manoj SINGH,+91671585884,yashwinder.manoj@gmail.com,Red,False,True,True
Yatharth,khandelwal,2501010530,YATHARTH KHANDELWAL,Maratha,B.Tech - Computer Science and Artificial Intelligence,Manoj khandelwal,+91958403064,yatharth.manoj@gmail.com,Blue,True,True,False
Yug,Shah,2501010533,YUG SHAH,Maratha,B.Tech - Computer Science and Artificial Intelligence,Vinod Shah,+91900070731,yug.vinod@gmail.com,Red,False,True,True
AADITYA,PRAKASH,2502140122,AADITYA PRAKASH,Maratha,"B.Tech - CS,DS and Business",Rahul PRAKASH,+91770348042,aaditya.rahul@gmail.com,Red,False,True,True
Aarushi,kaushik,2502140096,AARUSHI KAUSHIK,Maratha,"B.Tech - CS,DS and Business",Manoj kaushik,+91928915210,aarushi.manoj@gmail.com,Blue,False,False,True
Akshat,khubber,2502140011,AKSHAT KHUBBER,Maratha,"B.Tech - CS,DS and Business",Vinod khubber,+91829104699,akshat.vinod@gmail.com,Red,True,True,True
Dhairya,Sharma,2502140023,DHAIRYA SHARMA,Maratha,"B.Tech - CS,DS and Business",Ashok Sharma,+91839398044,dhairya.ashok@gmail.com,Blue,True,False,False
Kartikeya,Jhalani,2502140030,KARTIKEYA JHALANI,Maratha,"B.Tech - CS,DS and Business",Vijay Jhalani,+91999246974,kartikeya.vijay@gmail.com,Blue,True,True,True
Mayank,Barak,2502140042,MAYANK BARAK,Maratha,"B.Tech - CS,DS and Business",Arun Barak,+91841629363,mayank.arun@gmail.com,Red,False,True,True
Mayank,Yadav,2502140041,MAYANK YADAV,Maratha,"B.Tech - CS,DS and Business",Deepak Yadav,+91732735822,mayank.deepak870@gmail.com,Red,True,True,False
Naman,kumar,2502140048,NAMAN KUMAR,Maratha,"B.Tech - CS,DS and Business",Deepak kumar,+91879870706,naman.deepak@gmail.com,Blue,True,False,False
NIRAV,JAIN,2502140112,Nirav Jain,Maratha,"B.Tech - CS,DS and Business",Arun JAIN,+91936483005,nirav.arun@gmail.com,Red,True,True,False
PRAKRITI,RAUTELA,2502140057,PRAKRITI RAUTELA,Maratha,"B.Tech - CS,DS and Business",Ajay RAUTELA,+91747423381,prakriti.ajay@gmail.com,Red,False,False,True
Sanjhal,jain,2502140108,SANJHAL JAIN,Maratha,"B.Tech - CS,DS and Business",Manoj jain,+91641598558,sanjhal.manoj@gmail.com,Red,False,False,False
